kOsc1Wave,kOsc1Coarse,kOsc1Fine,kOsc1Split,kOsc2Wave,kOsc2Coarse,kOsc2Fine,kOsc2Split,kOscMix,kFmMode,kFmCoarse,kFmFine,kFilterEnabled,kFilterCutoff,kFilterResonance,kFilterKeyTrack,kVolEnvA,kVolEnvD,kVolEnvS,kVolEnvR,kVolEnvV,kModEnvA,kModEnvD,kModEnvS,kModEnvR,kModEnvV,kLfoAmount,kLfoFrequency,kLfoDelay,kVolEnvFm,kVolEnvCutoff,kModEnvFm,kModEnvCutoff,kLfoFm,kLfoCutoff,kVoiceMode,kGlideSpeed,kMasterVolume
1,-20,0.038116,-0.006174,4,-20,0.734619,-0.024701,0.569626,2,8,-0.948456,true,253.545532,0.488098,-0.256409,993.440842,925.508566,0.158707,998.499658,0.005951,990.834435,968.705660,0.954285,997.785936,0.565201,0.053790,1.875652,999.250678,16.001953,2229.003906,-21.921387,-7810.058594,-12.730225,2948.730469,0,954.325928,0.013779
4,-22,0.351959,-0.020823,2,-22,-0.752960,0.016576,0.543365,1,4,-0.246521,true,1388.396606,0.071365,-0.686493,972.237923,956.243317,0.181076,974.303733,0.459030,960.560137,932.831959,0.960724,988.836016,0.393265,0.004651,5.715071,997.711856,3.868652,2400.146484,-0.344238,-6310.302734,-23.341553,-3525.878906,0,969.287905,0.289909
1,18,-0.887573,-0.013623,1,18,-0.445343,0.002161,0.447678,1,21,-0.981873,true,6632.455750,0.175552,-0.153656,977.307168,939.770471,0.354858,974.343711,0.733566,992.690031,981.933585,0.398880,989.785843,0.179886,0.093887,1.135872,998.696175,18.068115,-1952.392578,-12.808594,-2548.339844,12.573486,-5458.007813,0,873.091429,0.078056
4,-23,0.822723,-0.005354,2,-23,-0.013580,-0.014780,0.940674,0,46,0.652710,false,6945.270386,0.174698,-0.229187,985.065314,993.991817,0.781830,976.844452,0.840164,987.452309,996.630701,0.017334,984.701949,0.639557,-0.063351,1.457287,998.065060,21.082764,-771.484375,-0.347900,-3211.425781,7.025391,3733.398438,0,885.033505,0.087845
0,7,-0.809174,0.018431,4,7,-0.203796,0.004976,0.345276,1,11,0.494751,false,5830.632324,0.494965,-0.631134,994.520735,981.105452,0.491852,988.817693,0.074936,957.526720,974.807174,0.457001,999.732861,0.978790,-0.050977,6.874577,999.331740,8.448486,3968.261719,-1.552002,872.070313,-17.518799,579.345703,0,948.549912,0.163239
1,-4,-0.723236,-0.007152,5,-4,0.771729,-0.003081,0.269730,0,26,0.029633,false,5626.919250,0.463562,-0.475769,996.886900,989.913578,0.951706,967.274285,0.787628,946.704612,856.806310,0.746140,997.116241,0.802109,0.075040,9.350280,995.650586,-12.715576,4551.757813,-6.038086,-7120.605469,21.985107,-1352.050781,2,984.540165,0.016922
5,4,-0.940948,-0.011349,2,4,0.365936,-0.017247,0.387222,1,4,0.982910,true,7605.115662,0.551437,0.342224,955.572135,997.907454,0.655548,984.502861,0.449539,979.396934,995.939880,0.727539,954.858928,0.904755,0.068710,7.589021,999.335897,15.454834,1513.916016,23.240479,848.632813,9.617432,-4968.750000,2,933.757799,0.244057
2,16,0.562500,0.018575,0,16,0.022614,-0.020922,0.988525,1,44,-0.722839,false,7765.845642,0.362961,0.608185,994.789550,949.038014,0.650848,972.190982,0.087906,970.864781,986.182205,0.004745,904.306472,0.427780,0.062357,5.182051,999.977286,-10.118408,3555.908203,10.850830,222.656250,-3.645264,3440.429688,1,883.207141,0.127251
3,-14,0.274841,-0.005062,4,-14,-0.586700,0.010222,0.662582,1,44,-0.130798,false,7831.477051,0.144363,-0.702606,954.093314,995.101320,0.365234,933.026598,0.629959,934.178605,978.906802,0.359024,902.035727,0.214005,0.053253,3.707164,999.679707,-22.137451,-234.130859,-12.295898,-47.119141,-1.030518,-3680.419922,1,921.123636,0.284210
4,22,0.399353,0.000513,1,22,0.109344,-0.016387,0.501389,1,22,0.947357,false,810.499268,0.384796,0.969269,979.272058,950.329817,0.236862,992.434926,0.717712,978.472947,972.854748,0.197983,982.766155,0.573837,0.018707,0.187465,999.733418,-23.004639,-3907.226563,19.885254,-3800.781250,11.141602,-4458.740234,0,962.639567,0.081123
1,15,-0.153656,-0.004281,4,15,0.294434,0.002622,0.050842,1,10,-0.350647,false,4903.390808,0.402695,-0.927124,992.109808,990.051377,0.374466,916.718820,0.045044,971.395724,985.577900,0.181229,994.520735,0.478882,-0.093655,2.835449,998.634776,0.440918,1673.339844,-4.714600,-4454.101563,19.349854,622.314453,1,971.914618,0.415604
1,10,0.216187,-0.003812,1,10,0.682129,-0.002413,0.018051,1,21,-0.405304,true,690.804138,0.878082,-0.844116,980.884575,992.260498,0.232544,989.603633,0.667374,987.491594,978.960182,0.895996,986.876036,0.906128,0.005420,0.101019,999.354276,18.188232,-3462.158203,-12.365479,5923.828125,-13.606934,-1274.902344,0,965.576213,0.190781
2,-17,0.171661,-0.000905,4,-17,-0.656036,-0.011712,0.600616,0,14,-0.093689,false,7111.845093,0.367142,-0.017639,971.151988,973.592466,0.184677,998.708225,0.614426,991.955084,974.962505,0.096771,950.061127,0.623169,0.036380,5.220655,999.930658,20.781738,4933.105469,20.063965,-5534.423828,-17.204590,-4712.646484,2,964.538747,0.338570
1,-17,0.115387,-0.021885,0,-17,-0.136353,0.012730,0.756439,0,1,0.786530,false,2016.095886,0.783798,0.326996,986.282404,964.228455,0.917892,948.733794,0.218384,968.118694,986.319632,0.323532,998.897200,0.505539,0.080933,0.306455,999.567864,-5.893066,2786.865234,16.289795,-2868.652344,0.978516,-2999.755859,1,895.613521,0.261398
5,-11,0.198059,-0.024249,4,-11,0.631500,-0.015182,0.242920,0,4,-0.256927,true,2793.809814,0.404617,-0.247498,988.838380,935.938013,0.623032,980.311315,0.766327,990.150871,978.112962,0.147766,969.408843,0.939865,-0.034158,0.296542,999.771631,7.732910,-4238.281250,-21.183838,4389.892578,11.688721,4816.406250,1,766.302308,0.361946
2,3,0.495056,-0.015612,3,3,0.073059,-0.001252,0.075226,1,39,-0.439941,true,3268.572083,0.619324,-0.598389,941.645592,987.190101,0.434387,977.701818,0.760071,957.021813,978.348748,0.717651,991.791525,0.908081,0.008173,0.850483,999.665699,4.065674,2325.439453,9.060791,2545.654297,13.776855,1721.191406,2,920.144285,0.212769
3,-4,0.018524,0.012124,1,-4,-0.194641,-0.016605,0.140732,1,35,0.217957,true,2311.985168,0.354462,0.054810,988.080363,990.255564,0.539444,997.495784,0.971786,994.669592,958.593918,0.816437,993.127905,0.801071,-0.090280,4.192242,999.352558,-7.475830,-5153.564453,-5.061035,7955.810547,-12.221924,-6397.949219,2,993.594362,0.149681
3,-7,0.272095,-0.011584,2,-7,0.855988,0.021183,0.587128,0,42,0.778351,false,2653.536377,0.703720,-0.166260,947.639554,939.619336,0.524139,972.390724,0.310547,974.531173,991.390254,0.862015,993.699773,0.071091,-0.006213,8.228298,999.642461,13.885254,708.251953,1.173340,-6461.425781,13.577637,7614.990234,0,900.210147,0.193321
3,-11,-0.105560,-0.018060,3,-11,0.301422,0.023977,0.626343,1,48,0.349121,true,6014.132385,0.087494,-0.799744,999.320005,978.257217,0.395370,973.838251,0.539932,998.762303,990.615597,0.294357,939.937769,0.281540,-0.025916,6.614453,999.669570,6.381592,2255.126953,16.854492,7293.701172,-23.524658,-115.478516,0,965.226614,0.054909
4,6,-0.426697,-0.023314,5,6,-0.263092,-0.017223,0.441849,0,3,0.920776,false,2800.628662,0.468063,0.711609,957.864463,952.378914,0.100891,995.386502,0.527359,972.931623,991.874484,0.371567,922.073644,0.036606,-0.006564,5.893949,999.898253,10.086182,6796.386719,-16.398926,2774.902344,22.070801,-6782.958984,2,976.739080,0.174469
1,15,0.690430,0.018132,3,15,0.772705,-0.023898,0.166779,1,18,0.905334,false,701.519470,0.735886,0.276031,990.974941,980.778283,0.611649,920.571669,0.800430,988.102269,998.845002,0.311432,949.741010,0.786514,-0.031223,1.962414,999.597498,-6.040283,5258.789063,-8.276367,-5216.064453,0.723633,4239.013672,2,911.467057,0.368401
2,-1,0.386108,-0.001360,1,-1,-0.107452,0.011523,0.406097,1,34,0.221313,false,6733.155518,0.378098,-0.019257,984.870466,968.218387,0.560059,996.194663,0.584564,916.627884,995.012499,0.188660,989.634569,0.707245,0.031076,1.024500,998.512743,-22.655273,1308.349609,22.974609,7035.888672,-21.104004,2288.330078,1,953.026539,0.365013
1,-22,0.186646,-0.007734,5,-22,-0.740753,-0.005485,0.371552,2,46,0.660065,true,3427.475586,0.554001,0.169006,992.289395,994.620697,0.770523,991.531447,0.753616,989.147842,992.871631,0.894089,999.879232,0.140823,0.075287,7.600587,997.313739,8.702637,1146.728516,16.942383,-4445.068359,-13.875000,4149.414063,0,758.928117,0.365753
4,7,0.272461,0.003770,2,7,0.718964,0.011531,0.132660,2,14,0.962097,true,4318.674622,0.392517,-0.386841,976.412729,999.529401,0.580643,995.631468,0.597183,992.276498,983.299919,0.940689,978.989013,0.710938,0.015732,1.989374,999.905523,-6.931641,-6485.839844,-18.257080,-7417.480469,2.065430,4170.410156,2,981.777942,0.071609
0,20,0.194214,0.006969,5,20,-0.819061,0.005659,0.436859,2,24,-0.934784,true,1290.375671,0.403091,0.002686,995.332557,947.467951,0.344574,985.685204,0.643463,982.681111,984.305724,0.513138,988.891497,0.366165,0.062555,0.133040,998.863635,22.272217,4274.658203,9.134033,7311.523438,-6.343506,-5241.455078,0,980.753086,0.061234
2,18,0.489227,-0.020937,1,18,0.784912,0.012859,0.054718,0,42,0.855652,false,3980.532837,0.581039,0.037903,988.734776,996.855015,0.322464,969.819376,0.799683,998.571923,992.733145,0.472763,983.738173,0.320999,0.077646,0.688759,999.416474,11.737061,3312.011719,6.337646,6567.138672,-11.082275,2363.525391,1,953.327095,0.028793
2,3,-0.732483,0.008749,1,3,-0.774811,0.012397,0.249268,0,4,-0.767517,false,2093.173218,0.112274,-0.967316,979.680538,994.279597,0.625504,988.381725,0.982712,972.983852,966.564486,0.510101,973.000498,0.200394,-0.034421,3.433185,998.805077,-4.989258,-1188.964844,-5.730469,-1110.351563,0.694336,2241.455078,1,915.793904,0.378464
3,7,0.170563,0.000047,5,7,0.423157,-0.015424,0.608429,2,20,-0.274780,false,5554.834290,0.861511,0.952179,988.035274,997.023038,0.384598,932.496226,0.900055,952.325114,988.745452,0.063583,996.282997,0.761322,-0.071524,1.456169,999.924836,-19.535156,-264.648438,17.381104,-4947.021484,13.277344,-143.310547,1,895.802668,0.269257
3,-7,0.753113,-0.010848,0,-7,0.362457,0.008160,0.520721,0,35,0.222961,false,2558.194275,0.549911,-0.775665,995.607032,994.220866,0.172729,971.505514,0.524017,993.116925,983.972745,0.862289,943.873358,0.183868,-0.049799,5.704837,997.543436,-18.382324,637.451172,-5.145996,2779.541016,-23.197998,7393.798828,2,890.352255,0.068230
1,0,-0.819458,-0.011768,0,0,0.090515,-0.020892,0.598816,1,25,-0.310913,false,769.464417,0.185181,0.023285,997.833285,956.391452,0.601578,957.617791,0.910995,965.662923,974.945065,0.921936,998.120474,0.687042,0.075348,4.924558,999.985725,7.799561,-5565.429688,22.239990,-4165.039063,-23.668945,-1087.402344,0,980.762166,0.066078
1,18,-0.464264,-0.007442,5,18,-0.855896,-0.016570,0.861191,1,9,-0.940338,false,4928.961487,0.339722,-0.442200,992.486152,916.086409,0.492599,980.976708,0.896606,988.995051,999.548035,0.532196,992.611731,0.381485,-0.070679,1.515396,999.310268,18.366943,419.433594,-10.516113,-4502.929688,-5.956787,-7979.248047,0,953.082958,0.443428
3,-6,-0.706177,-0.011517,0,-6,0.026733,0.005289,0.077957,0,47,-0.084778,true,5904.056702,0.650330,0.527130,992.420564,963.685477,0.936325,994.583964,0.181427,985.292678,989.467984,0.686386,957.716758,0.148407,-0.079123,0.764429,999.303955,-12.727295,6677.734375,-19.870605,3775.878906,-4.962158,6322.998047,1,806.142877,0.421745
1,23,0.799194,-0.023390,5,23,-0.199982,0.020434,0.499176,0,35,-0.144745,true,7425.025024,0.647903,-0.424805,974.445471,988.569317,0.942398,984.914662,0.026855,968.110594,966.753481,0.122849,967.845867,0.035599,0.050598,6.627694,999.773010,-20.791992,6050.537109,-16.276611,741.943359,13.795898,-6591.308594,2,969.918001,0.286484
2,9,-0.064667,0.001424,2,9,0.407166,-0.014156,0.930069,1,17,-0.689575,false,1391.440735,0.700012,-0.262878,997.420831,911.982878,0.702499,983.972029,0.691696,984.815804,988.142380,0.252823,978.078579,0.408173,0.045062,7.954422,999.017878,-18.450439,6248.291016,5.444092,-3913.818359,13.423096,-6273.437500,0,988.493470,0.399490
3,11,-0.628906,-0.022296,2,11,0.122528,-0.019286,0.244965,1,16,0.395172,true,4470.150452,0.671814,-0.275421,997.291887,989.361719,0.417938,978.478294,0.548721,981.017011,993.968653,0.425186,990.961360,0.051392,-0.017865,0.223475,999.178959,21.415283,4931.152344,-22.759277,-5093.017578,-14.349609,-3810.058594,1,910.410886,0.096016
4,3,0.547516,-0.014294,5,3,-0.133301,-0.009837,0.878433,1,25,0.635742,false,951.868591,0.495361,-0.776428,897.009837,996.544872,0.455032,993.904361,0.337204,974.610342,972.442963,0.896301,981.999509,0.023315,0.004636,0.357041,999.983835,-13.840576,6573.242188,-3.758057,-2198.486328,14.550293,7296.630859,0,956.279823,0.464615
3,12,0.427124,0.009615,4,12,0.299194,0.012032,0.463303,1,15,-0.270569,false,1978.348694,0.266373,0.112213,990.425954,990.656877,0.922714,993.641155,0.910507,993.921779,979.783108,0.065567,979.680538,0.767700,0.074393,7.430627,997.823496,-21.805664,6433.349609,6.515625,-4212.890625,0.971924,2549.316406,2,994.463145,0.435402
2,-14,0.382599,-0.013989,3,-14,-0.405487,-0.001412,0.157394,2,35,-0.380951,false,2032.290649,0.560150,0.270569,979.118776,980.678888,0.939743,987.461669,0.219254,950.338166,995.682528,0.396805,984.953959,0.181229,-0.035110,3.167839,997.196347,-7.139648,-4516.601563,5.030273,-7345.703125,-18.770508,-7086.181641,2,978.025994,0.206291
1,7,0.611359,0.008762,3,7,0.856659,-0.023757,0.347427,2,17,-0.570770,true,3457.551575,0.114090,0.971893,962.661833,999.442653,0.195847,992.661586,0.862366,998.841811,975.551324,0.654083,979.406382,0.276306,0.086130,2.404181,997.865651,-9.216064,3423.339844,-11.857910,6204.589844,23.026611,-2018.310547,2,921.690885,0.183479
4,-18,0.760345,0.023209,5,-18,0.786896,-0.022151,0.441513,0,46,-0.204498,false,4058.340759,0.179764,-0.503235,976.795896,995.796927,0.802216,954.921276,0.701050,942.189014,998.159015,0.285873,924.461649,0.460587,0.059418,2.071013,999.018448,20.600098,-7773.925781,23.005371,2633.300781,-3.273926,-1082.763672,2,955.966955,0.378029
5,-16,-0.881897,0.000372,5,-16,-0.165039,-0.005797,0.224564,1,43,0.784058,false,4400.135498,0.040756,0.123474,988.146024,955.610283,0.257401,988.331144,0.025146,985.434340,992.427233,0.909088,979.359966,0.432449,0.042096,7.523733,999.087211,13.031982,5852.050781,7.894775,-6196.044922,22.367432,-4292.968750,1,962.772669,0.373314
1,2,0.218201,0.006178,4,2,0.723785,-0.017841,0.104904,0,3,0.165863,true,5828.684082,0.621841,-0.405304,960.607746,936.649338,0.136444,992.765560,0.483597,996.314283,921.552745,0.464371,972.757479,0.532349,-0.081940,9.105726,999.240528,-4.159424,-4340.820313,-22.158691,-291.503906,3.749268,-4422.119141,1,880.960056,0.405724
2,2,-0.535004,0.012093,2,2,0.316681,-0.023110,0.035965,1,23,-0.802917,false,534.944763,0.772659,-0.536865,999.528624,986.184174,0.835800,974.780330,0.734451,953.433198,873.999337,0.891632,999.024262,0.764282,0.036359,0.749409,999.541460,-17.445557,718.994141,-19.803955,6410.400391,10.087646,6756.103516,1,909.483418,0.370949
2,3,0.743225,-0.015176,2,3,0.748260,-0.009435,0.847061,0,11,-0.673218,false,2693.962402,0.006088,0.320282,981.393531,991.676615,0.524185,911.292355,0.652130,996.616344,996.389914,0.899796,997.020468,0.373093,-0.069382,0.277772,998.816250,-20.916504,-1356.933594,1.628174,-7350.097656,17.012695,-5593.261719,0,977.944028,0.249680
5,24,0.652527,-0.000672,0,24,-0.413788,-0.019806,0.781372,1,19,-0.799927,false,4829.844666,0.277710,-0.270599,996.643746,987.841211,0.613342,951.725348,0.571442,912.024499,955.897839,0.655655,984.107747,0.425781,-0.053964,9.952322,999.794072,-9.474609,1412.841797,0.045410,-6266.601563,11.176758,5999.755859,1,743.736652,0.196548
3,22,0.060699,0.006992,4,22,-0.674805,-0.019038,0.002106,1,21,0.039551,false,5569.933167,0.755447,-0.578156,938.969549,991.367804,0.075729,986.073700,0.870636,988.530475,987.681544,0.085892,921.413735,0.130997,-0.098682,1.605550,999.006328,-23.127686,-1465.576172,-4.642822,-2686.767578,8.463135,4617.431641,0,799.288174,0.352654
1,-23,0.117645,0.024545,4,-23,0.603210,0.011354,0.306778,0,20,-0.952393,true,2434.967957,0.273529,0.531128,979.594599,964.663720,0.525131,967.759732,0.920181,949.817882,991.656003,0.583481,990.602925,0.797531,0.027631,6.656183,999.609538,13.275879,4183.105469,-16.737305,6003.662109,16.816406,-5330.078125,1,864.611586,0.081909
1,22,0.945648,0.019438,4,22,0.084015,0.017556,0.400757,1,37,0.936218,true,7903.805542,0.340210,-0.764221,951.145481,973.895041,0.726196,996.038003,0.090363,994.055408,985.887835,0.849991,952.090599,0.768967,-0.068140,1.544792,998.769487,-10.513916,7466.064453,-21.493652,4777.587891,1.426025,-499.267578,1,928.150470,0.099945
4,13,-0.403229,-0.022866,0,13,0.130981,0.005878,0.421448,0,21,-0.903534,false,3873.379517,0.681503,-0.429810,989.785273,952.432596,0.681503,972.529032,0.723785,995.543115,997.374824,0.141541,969.625758,0.656799,-0.027826,1.838107,999.224892,23.067627,-4976.806641,11.593506,2595.703125,-8.221436,1509.277344,2,951.336527,0.017670
5,-3,-0.111755,-0.021799,2,-3,0.279480,0.005010,0.144196,1,21,0.960144,false,2987.051086,0.052795,0.165619,953.633354,968.109243,0.123352,990.660176,0.109268,990.435387,967.808989,0.295700,956.382763,0.225296,-0.070959,8.145016,999.618692,20.468262,4028.076172,14.272705,-3672.119141,-6.474609,-4023.193359,2,982.563084,0.019325
4,-7,0.362854,-0.011029,0,-7,0.011658,0.016991,0.821152,1,15,0.443420,false,5011.883545,0.359100,-0.018585,967.115957,997.623706,0.441574,988.062093,0.445175,976.390462,994.958221,0.463455,975.601354,0.819138,-0.009818,0.643682,999.683524,5.153320,6332.519531,-6.955078,3265.869141,13.985596,1445.312500,2,987.848668,0.482224
0,-19,0.017242,0.009370,5,-19,-0.892487,0.021266,0.791260,2,32,0.731506,true,759.357910,0.370300,0.915863,986.005730,988.077928,0.242828,982.343381,0.878296,977.640159,974.886503,0.006927,998.991366,0.697067,-0.063623,4.160835,999.283839,8.143799,-2273.437500,-7.560059,-1717.529297,3.911133,7614.257813,0,953.911670,0.140907
4,-9,0.487976,-0.015968,0,-9,0.422241,0.023836,0.029297,1,25,0.005127,false,1646.660461,0.941559,0.372986,970.510549,949.367450,0.689545,986.721062,0.835022,958.474502,999.274939,0.101303,991.212786,0.750549,0.076254,3.908872,998.213885,1.828125,3125.976563,18.268799,-705.810547,-18.916992,-6215.576172,1,811.903666,0.318207
3,10,0.109741,-0.020174,3,10,-0.531158,-0.002158,0.168655,1,24,0.847504,false,1844.894104,0.264053,-0.685730,916.536595,995.047232,0.036346,983.973462,0.494217,994.788615,999.318439,0.164368,994.112120,0.288895,-0.088644,2.715462,999.210184,-0.274658,-7627.929688,6.577881,-223.144531,2.907715,7606.445313,2,945.599256,0.409454
0,-5,-0.676941,0.011289,3,-5,0.752350,-0.024773,0.594147,2,42,-0.702911,false,488.065186,0.485947,-0.096069,970.843015,972.467909,0.593719,884.535038,0.118149,972.236779,933.066475,0.791412,972.779874,0.319611,-0.098792,8.753087,998.176699,21.479004,-6005.126953,-7.222412,7450.439453,11.805908,1583.007813,0,995.704521,0.078583
3,7,0.580933,-0.022717,5,7,0.549133,-0.000203,0.498184,1,28,0.600098,false,5335.900574,0.929337,-0.232849,991.628494,992.922489,0.552902,968.546950,0.169006,978.227533,962.901342,0.491409,923.160039,0.928787,-0.061993,1.930707,999.622615,-3.555176,1838.623047,-18.422607,-3900.390625,6.415283,3232.177734,0,948.001392,0.491127
3,-20,0.264893,-0.008122,3,-20,0.960938,-0.024393,0.565369,2,25,-0.885864,false,5892.976074,0.350540,0.447510,998.738283,979.615047,0.632980,986.630972,0.490906,974.819553,978.551259,0.773804,985.232112,0.363098,0.042599,2.760533,997.465869,-20.567139,5330.322266,-16.471436,-4842.773438,23.009766,-1801.025391,0,872.395153,0.192162
3,-18,-0.511719,0.003122,0,-18,-0.763824,-0.010036,0.626389,0,29,0.321411,true,1594.423218,0.003326,0.566162,970.399964,986.574825,0.724655,989.297397,0.319458,879.933392,918.202559,0.867447,979.396075,0.961609,0.079102,2.944182,998.475964,-5.171631,-4687.744141,12.986572,-4738.769531,1.672852,3098.632813,1,988.040808,0.411491
0,-24,0.040955,0.003341,4,-24,-0.093536,0.004849,0.915375,2,30,-0.829041,false,6075.623779,0.265137,-0.282990,964.841559,999.381793,0.931885,969.941351,0.366028,869.924936,995.877241,0.823196,952.465768,0.486832,0.082388,3.765391,999.257463,6.366211,-3867.187500,1.695557,2032.958984,8.860107,714.355469,2,901.285174,0.411346
2,-23,-0.640839,0.022256,4,-23,-0.967529,0.012748,0.540604,1,4,0.263184,true,7708.494263,0.955215,0.538910,999.368509,961.546371,0.317566,978.461357,0.123154,930.293267,917.378816,0.099091,990.597965,0.699615,0.026428,0.125011,999.168330,7.906494,4159.423828,-8.221436,2618.408203,-15.027832,-3832.519531,0,999.281231,0.363075
2,-21,0.672119,-0.021735,3,-21,-0.171478,0.000075,0.306244,1,33,-0.498535,true,857.135315,0.736145,0.526886,992.631583,985.515993,0.901154,994.524987,0.561707,982.983850,989.396997,0.408310,980.565982,0.445816,-0.015616,0.106268,999.838199,-11.947998,-7838.378906,13.534424,3968.505859,-1.120605,2942.138672,0,997.652212,0.149323
0,5,0.708893,-0.011736,4,5,-0.158234,0.017683,0.507507,1,7,-0.614807,false,837.165833,0.170547,0.806519,991.036237,978.994251,0.653290,994.411366,0.578827,994.491900,951.973793,0.210403,924.689336,0.700333,-0.064362,2.433278,999.488247,-12.306885,-7541.992188,22.334473,6793.212891,-2.841064,1150.878906,2,710.278149,0.473961
4,21,-0.922638,-0.003021,3,21,0.391571,0.002726,0.002243,1,43,0.056488,true,7809.559326,0.361618,-0.949554,955.681930,997.223134,0.740723,910.328765,0.520538,994.162958,950.044235,0.302338,990.087397,0.609711,0.097665,4.118955,999.379269,21.868652,-7033.691406,-21.426270,1821.777344,18.103271,-4617.919922,2,742.319004,0.234657
4,2,0.833405,-0.000102,2,2,-0.456512,0.015192,0.275482,1,25,0.535278,true,2015.121765,0.033112,-0.689667,992.402087,980.095014,0.973709,986.081607,0.079803,999.969861,981.378451,0.526855,924.994882,0.951691,0.092227,9.023216,999.721982,-15.065918,5018.310547,-10.175537,-4723.876953,-20.829346,4399.169922,1,952.623677,0.398842
2,-12,0.337402,-0.020795,3,-12,-0.730286,0.006499,0.846710,2,18,-0.107544,false,5144.242249,0.074005,-0.731293,948.533840,988.315467,0.005646,980.459155,0.872162,976.328397,999.293367,0.988434,963.998349,0.478958,-0.032227,0.235213,999.487025,-13.760742,4864.257813,-22.775391,-5793.457031,-9.822510,-5315.429688,1,988.059494,0.059006
4,11,0.115265,0.002677,2,11,-0.867462,-0.001299,0.499466,1,32,-0.776611,false,3037.461853,0.628677,-0.261047,994.389056,964.907728,0.538086,994.500412,0.738235,986.444628,961.006946,0.786484,933.151702,0.791946,-0.075159,0.492732,999.783729,-21.065186,-7302.001953,6.844482,-5570.068359,20.491699,-356.933594,1,620.824119,0.035004
1,14,-0.949860,0.005288,2,14,-0.029358,-0.008041,0.048126,1,24,-0.917572,true,1982.488708,0.828125,0.912079,947.079739,997.493261,0.198425,963.204494,0.657654,972.645205,952.412159,0.510880,973.528468,0.962479,-0.039001,9.998187,999.442432,-18.741211,-2636.230469,-11.499756,1608.642578,12.979248,3355.468750,2,943.851355,0.387497
4,2,0.099976,-0.001006,3,2,-0.505249,-0.008543,0.523621,0,36,0.770447,false,3851.827087,0.590347,0.811249,962.877996,971.489018,0.801697,987.470401,0.100540,986.438783,859.489956,0.818253,975.127066,0.539017,-0.022836,3.916372,999.558871,-2.387695,211.669922,22.664795,-3788.574219,-8.266846,-6586.669922,1,933.624867,0.196884
5,10,-0.050995,0.004925,3,10,-0.094513,0.012099,0.826385,0,18,0.936035,true,7282.072754,0.457764,0.793579,983.445877,984.825499,0.919769,987.450437,0.495209,925.233350,937.249535,0.067078,988.009037,0.459290,-0.072968,0.207118,999.256405,-18.591064,-4951.904297,-14.376709,-864.257813,-6.884766,-6369.873047,2,917.341078,0.344688
3,-5,-0.990326,0.016290,5,-5,0.028503,0.006921,0.941330,0,24,-0.405060,false,1615.001526,0.363327,-0.772125,995.504961,919.907410,0.038254,979.421834,0.473175,996.995183,941.748915,0.155334,992.707792,0.499771,0.069632,4.176524,999.867258,8.014160,-1084.960938,-21.161133,-4266.113281,10.976074,3380.126953,1,769.285802,0.461128
3,-10,0.009430,0.022963,1,-10,0.204132,0.021764,0.247498,0,11,0.922119,false,1769.521484,0.635498,-0.955322,962.650049,978.631984,0.404648,987.757496,0.614990,976.488097,989.510596,0.657761,933.706709,0.989075,0.075378,8.024546,999.149695,-9.271729,-7282.470703,20.997070,-4900.390625,4.538086,-4666.015625,1,922.090529,0.014305
0,-17,0.213623,-0.016941,1,-17,-0.268707,0.016965,0.494019,1,42,-0.194397,true,630.043335,0.727631,0.510223,960.820853,982.376977,0.993011,999.225078,0.315475,969.522641,966.627644,0.199432,995.089773,0.635300,-0.047974,3.027206,999.947296,-18.935303,4711.669922,-13.231934,5759.277344,1.122070,4593.017578,1,949.032112,0.428520
3,-20,-0.289246,0.012711,4,-20,-0.838440,-0.016285,0.332291,2,25,-0.712738,false,3488.114624,0.222137,-0.106964,866.317346,962.486173,0.962753,999.893785,0.432373,921.644966,992.977763,0.886948,953.652794,0.895401,-0.057468,0.287288,999.612419,-7.837646,-192.871094,-10.456055,-2130.615234,-13.269287,-3981.201172,0,921.779830,0.224068
5,12,0.180542,-0.008628,2,12,0.425964,0.001446,0.398621,0,10,0.211548,true,4939.067993,0.620483,0.889740,938.683033,984.188829,0.963394,997.171234,0.582947,995.877689,982.105402,0.718857,991.693515,0.153259,-0.033807,0.275713,999.679434,19.348389,2642.333984,-19.398926,5257.324219,-22.967285,-7145.996094,2,944.559622,0.174217
3,7,-0.945892,0.019276,5,7,0.676147,-0.004677,0.232040,0,11,-0.200256,false,4183.271790,0.186569,0.999084,974.415092,933.701167,0.962921,995.054635,0.251740,914.482770,990.466435,0.487198,995.151147,0.394287,0.042685,8.543099,999.740739,18.228516,-1515.380859,-3.120117,-4200.439453,23.438232,-7526.611328,2,991.243565,0.264771
1,-16,0.716888,-0.019259,3,-16,-0.295441,0.009383,0.839844,0,17,0.825897,false,4300.653381,0.801590,-0.959778,949.416627,991.432428,0.141098,967.267301,0.852524,993.382613,998.682950,0.935791,987.800619,0.712479,-0.067926,0.187864,998.907421,-16.929199,-4114.257813,-17.983887,7519.531250,7.022461,-7918.212891,1,959.321177,0.422699
2,22,-0.883270,0.004806,1,22,0.833862,0.009753,0.160934,2,39,-0.315094,false,5417.726746,0.064102,0.340088,979.252193,950.934609,0.489609,992.295067,0.618576,973.205988,984.188829,0.344543,972.870365,0.094254,0.035159,0.113266,998.753754,20.567139,-6478.759766,-19.410645,-7945.068359,7.512451,2918.457031,2,977.256054,0.374504
